Region,Country,Year,Series,Value
654,Saint Helena,2016,Primary energy production (petajoules),0
654,Saint Helena,2017,Primary energy production (petajoules),0
654,Saint Helena,1990,Net imports [Imports - Exports - Bunkers] (petajoules),0
654,Saint Helena,1995,Net imports [Imports - Exports - Bunkers] (petajoules),0
654,Saint Helena,2000,Net imports [Imports - Exports - Bunkers] (petajoules),0
654,Saint Helena,2005,Net imports [Imports - Exports - Bunkers] (petajoules),0
654,Saint Helena,2010,Net imports [Imports - Exports - Bunkers] (petajoules),0
654,Saint Helena,2015,Net imports [Imports - Exports - Bunkers] (petajoules),0
654,Saint Helena,2016,Net imports [Imports - Exports - Bunkers] (petajoules),0
654,Saint Helena,2017,Net imports [Imports - Exports - Bunkers] (petajoules),0
654,Saint Helena,1990,Total supply (petajoules),0
654,Saint Helena,1995,Total supply (petajoules),0
654,Saint Helena,2000,Total supply (petajoules),0
654,Saint Helena,2005,Total supply (petajoules),0
654,Saint Helena,2010,Total supply (petajoules),0
654,Saint Helena,2015,Total supply (petajoules),0
654,Saint Helena,2016,Total supply (petajoules),0
654,Saint Helena,2017,Total supply (petajoules),0
654,Saint Helena,1990,Supply per capita (gigajoules),17
654,Saint Helena,1995,Supply per capita (gigajoules),35
654,Saint Helena,2000,Supply per capita (gigajoules),36
654,Saint Helena,2005,Supply per capita (gigajoules),33
654,Saint Helena,2010,Supply per capita (gigajoules),30
654,Saint Helena,2015,Supply per capita (gigajoules),25
654,Saint Helena,2016,Supply per capita (gigajoules),25
654,Saint Helena,2017,Supply per capita (gigajoules),26
659,Saint Kitts and Nevis,1990,Primary energy production (petajoules),1
659,Saint Kitts and Nevis,1995,Primary energy production (petajoules),1
659,Saint Kitts and Nevis,2000,Primary energy production (petajoules),1
659,Saint Kitts and Nevis,2005,Primary energy production (petajoules),1
659,Saint Kitts and Nevis,2010,Primary energy production (petajoules),0
659,Saint Kitts and Nevis,2015,Primary energy production (petajoules),0
659,Saint Kitts and Nevis,2016,Primary energy production (petajoules),0
659,Saint Kitts and Nevis,2017,Primary energy production (petajoules),0
659,Saint Kitts and Nevis,1990,Net imports [Imports - Exports - Bunkers] (petajoules),2
659,Saint Kitts and Nevis,1995,Net imports [Imports - Exports - Bunkers] (petajoules),2
659,Saint Kitts and Nevis,2000,Net imports [Imports - Exports - Bunkers] (petajoules),3
659,Saint Kitts and Nevis,2005,Net imports [Imports - Exports - Bunkers] (petajoules),3
659,Saint Kitts and Nevis,2010,Net imports [Imports - Exports - Bunkers] (petajoules),3
659,Saint Kitts and Nevis,2015,Net imports [Imports - Exports - Bunkers] (petajoules),4
659,Saint Kitts and Nevis,2016,Net imports [Imports - Exports - Bunkers] (petajoules),4
659,Saint Kitts and Nevis,2017,Net imports [Imports - Exports - Bunkers] (petajoules),4
659,Saint Kitts and Nevis,1990,Total supply (petajoules),2
659,Saint Kitts and Nevis,1995,Total supply (petajoules),2
659,Saint Kitts and Nevis,2000,Total supply (petajoules),3
659,Saint Kitts and Nevis,2005,Total supply (petajoules),3
659,Saint Kitts and Nevis,2010,Total supply (petajoules),3
659,Saint Kitts and Nevis,2015,Total supply (petajoules),3
659,Saint Kitts and Nevis,2016,Total supply (petajoules),3
659,Saint Kitts and Nevis,2017,Total supply (petajoules),3
659,Saint Kitts and Nevis,1990,Supply per capita (gigajoules),53
659,Saint Kitts and Nevis,1995,Supply per capita (gigajoules),56
659,Saint Kitts and Nevis,2000,Supply per capita (gigajoules),63
659,Saint Kitts and Nevis,2005,Supply per capita (gigajoules),67
659,Saint Kitts and Nevis,2010,Supply per capita (gigajoules),62
659,Saint Kitts and Nevis,2015,Supply per capita (gigajoules),62
659,Saint Kitts and Nevis,2016,Supply per capita (gigajoules),63
659,Saint Kitts and Nevis,2017,Supply per capita (gigajoules),63
662,Saint Lucia,1990,Primary energy production (petajoules),0
662,Saint Lucia,1995,Primary energy production (petajoules),0
662,Saint Lucia,2000,Primary energy production (petajoules),0
662,Saint Lucia,2005,Primary energy production (petajoules),0
662,Saint Lucia,2010,Primary energy production (petajoules),0
662,Saint Lucia,2015,Primary energy production (petajoules),0
662,Saint Lucia,2016,Primary energy production (petajoules),0
662,Saint Lucia,2017,Primary energy production (petajoules),0
662,Saint Lucia,1990,Net imports [Imports - Exports - Bunkers] (petajoules),2
662,Saint Lucia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),4
662,Saint Lucia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),5
662,Saint Lucia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),5
662,Saint Lucia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),7
662,Saint Lucia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),5
662,Saint Lucia,2016,Net imports [Imports - Exports - Bunkers] (petajoules),5
662,Saint Lucia,2017,Net imports [Imports - Exports - Bunkers] (petajoules),5
662,Saint Lucia,2010,Changes in stocks (petajoules),1
662,Saint Lucia,1990,Total supply (petajoules),2
662,Saint Lucia,1995,Total supply (petajoules),5
662,Saint Lucia,2000,Total supply (petajoules),5
662,Saint Lucia,2005,Total supply (petajoules),5
662,Saint Lucia,2010,Total supply (petajoules),5
662,Saint Lucia,2015,Total supply (petajoules),5
662,Saint Lucia,2016,Total supply (petajoules),5
662,Saint Lucia,2017,Total supply (petajoules),5
662,Saint Lucia,1990,Supply per capita (gigajoules),18
662,Saint Lucia,1995,Supply per capita (gigajoules),31
662,Saint Lucia,2000,Supply per capita (gigajoules),33
662,Saint Lucia,2005,Supply per capita (gigajoules),30
662,Saint Lucia,2010,Supply per capita (gigajoules),31
662,Saint Lucia,2015,Supply per capita (gigajoules),30
662,Saint Lucia,2016,Supply per capita (gigajoules),28
662,Saint Lucia,2017,Supply per capita (gigajoules),29
666,Saint Pierre and Miquelon,2000,Primary energy production (petajoules),0
666,Saint Pierre and Miquelon,2005,Primary energy production (petajoules),0
666,Saint Pierre and Miquelon,2010,Primary energy production (petajoules),0
666,Saint Pierre and Miquelon,2015,Primary energy production (petajoules),0
666,Saint Pierre and Miquelon,2016,Primary energy production (petajoules),0
666,Saint Pierre and Miquelon,2017,Primary energy production (petajoules),0
666,Saint Pierre and Miquelon,1990,Net imports [Imports - Exports - Bunkers] (petajoules),2
666,Saint Pierre and Miquelon,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1
666,Saint Pierre and Miquelon,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1
666,Saint Pierre and Miquelon,2005,Net imports [Imports - Exports - Bunkers] (petajoules),1
666,Saint Pierre and Miquelon,2010,Net imports [Imports - Exports - Bunkers] (petajoules),1
666,Saint Pierre and Miquelon,2015,Net imports [Imports - Exports - Bunkers] (petajoules),1
666,Saint Pierre and Miquelon,2016,Net imports [Imports - Exports - Bunkers] (petajoules),1
666,Saint Pierre and Miquelon,2017,Net imports [Imports - Exports - Bunkers] (petajoules),1
666,Saint Pierre and Miquelon,1990,Total supply (petajoules),1
666,Saint Pierre and Miquelon,1995,Total supply (petajoules),1
666,Saint Pierre and Miquelon,2000,Total supply (petajoules),1
666,Saint Pierre and Miquelon,2005,Total supply (petajoules),1
666,Saint Pierre and Miquelon,2010,Total supply (petajoules),1
666,Saint Pierre and Miquelon,2015,Total supply (petajoules),1
666,Saint Pierre and Miquelon,2016,Total supply (petajoules),1
666,Saint Pierre and Miquelon,2017,Total supply (petajoules),1
666,Saint Pierre and Miquelon,1990,Supply per capita (gigajoules),206
666,Saint Pierre and Miquelon,1995,Supply per capita (gigajoules),164
666,Saint Pierre and Miquelon,2000,Supply per capita (gigajoules),125
666,Saint Pierre and Miquelon,2005,Supply per capita (gigajoules),149
666,Saint Pierre and Miquelon,2010,Supply per capita (gigajoules),160
666,Saint Pierre and Miquelon,2015,Supply per capita (gigajoules),171
666,Saint Pierre and Miquelon,2016,Supply per capita (gigajoules),171
666,Saint Pierre and Miquelon,2017,Supply per capita (gigajoules),171
670,Saint Vincent & Grenadines,1990,Primary energy production (petajoules),0
670,Saint Vincent & Grenadines,1995,Primary energy production (petajoules),0
670,Saint Vincent & Grenadines,2000,Primary energy production (petajoules),0
670,Saint Vincent & Grenadines,2005,Primary energy production (petajoules),0
670,Saint Vincent & Grenadines,2010,Primary energy production (petajoules),0
670,Saint Vincent & Grenadines,2015,Primary energy production (petajoules),0
670,Saint Vincent & Grenadines,2016,Primary energy production (petajoules),0
670,Saint Vincent & Grenadines,2017,Primary energy production (petajoules),0
670,Saint Vincent & Grenadines,1990,Net imports [Imports - Exports - Bunkers] (petajoules),1
670,Saint Vincent & Grenadines,1995,Net imports [Imports - Exports - Bunkers] (petajoules),2
670,Saint Vincent & Grenadines,2000,Net imports [Imports - Exports - Bunkers] (petajoules),2
670,Saint Vincent & Grenadines,2005,Net imports [Imports - Exports - Bunkers] (petajoules),3
670,Saint Vincent & Grenadines,2010,Net imports [Imports - Exports - Bunkers] (petajoules),3
670,Saint Vincent & Grenadines,2015,Net imports [Imports - Exports - Bunkers] (petajoules),3
670,Saint Vincent & Grenadines,2016,Net imports [Imports - Exports - Bunkers] (petajoules),4
670,Saint Vincent & Grenadines,2017,Net imports [Imports - Exports - Bunkers] (petajoules),4
670,Saint Vincent & Grenadines,1990,Total supply (petajoules),1
670,Saint Vincent & Grenadines,1995,Total supply (petajoules),2
670,Saint Vincent & Grenadines,2000,Total supply (petajoules),2
670,Saint Vincent & Grenadines,2005,Total supply (petajoules),3
670,Saint Vincent & Grenadines,2010,Total supply (petajoules),3
670,Saint Vincent & Grenadines,2015,Total supply (petajoules),3
670,Saint Vincent & Grenadines,2016,Total supply (petajoules),4
670,Saint Vincent & Grenadines,2017,Total supply (petajoules),4
670,Saint Vincent & Grenadines,1990,Supply per capita (gigajoules),12
670,Saint Vincent & Grenadines,1995,Supply per capita (gigajoules),19
670,Saint Vincent & Grenadines,2000,Supply per capita (gigajoules),21
670,Saint Vincent & Grenadines,2005,Supply per capita (gigajoules),31
670,Saint Vincent & Grenadines,2010,Supply per capita (gigajoules),31
670,Saint Vincent & Grenadines,2015,Supply per capita (gigajoules),29
670,Saint Vincent & Grenadines,2016,Supply per capita (gigajoules),35
670,Saint Vincent & Grenadines,2017,Supply per capita (gigajoules),35
882,Samoa,1990,Primary energy production (petajoules),1
882,Samoa,1995,Primary energy production (petajoules),1
882,Samoa,2000,Primary energy production (petajoules),1
882,Samoa,2005,Primary energy production (petajoules),1
882,Samoa,2010,Primary energy production (petajoules),1
882,Samoa,2015,Primary energy production (petajoules),1
882,Samoa,2016,Primary energy production (petajoules),1
882,Samoa,2017,Primary energy production (petajoules),1
882,Samoa,1990,Net imports [Imports - Exports - Bunkers] (petajoules),2
882,Samoa,1995,Net imports [Imports - Exports - Bunkers] (petajoules),2
882,Samoa,2000,Net imports [Imports - Exports - Bunkers] (petajoules),2
882,Samoa,2005,Net imports [Imports - Exports - Bunkers] (petajoules),3
882,Samoa,2010,Net imports [Imports - Exports - Bunkers] (petajoules),3
882,Samoa,2015,Net imports [Imports - Exports - Bunkers] (petajoules),4
882,Samoa,2016,Net imports [Imports - Exports - Bunkers] (petajoules),3
882,Samoa,2017,Net imports [Imports - Exports - Bunkers] (petajoules),3
882,Samoa,2010,Changes in stocks (petajoules),0
882,Samoa,2015,Changes in stocks (petajoules),1
882,Samoa,2016,Changes in stocks (petajoules),0
882,Samoa,1990,Total supply (petajoules),3
882,Samoa,1995,Total supply (petajoules),3
882,Samoa,2000,Total supply (petajoules),3
882,Samoa,2005,Total supply (petajoules),3
882,Samoa,2010,Total supply (petajoules),4
882,Samoa,2015,Total supply (petajoules),5
882,Samoa,2016,Total supply (petajoules),5
882,Samoa,2017,Total supply (petajoules),5
882,Samoa,1990,Supply per capita (gigajoules),16
882,Samoa,1995,Supply per capita (gigajoules),16
882,Samoa,2000,Supply per capita (gigajoules),18
882,Samoa,2005,Supply per capita (gigajoules),19
882,Samoa,2010,Supply per capita (gigajoules),21
882,Samoa,2015,Supply per capita (gigajoules),24
882,Samoa,2016,Supply per capita (gigajoules),24
882,Samoa,2017,Supply per capita (gigajoules),25
678,Sao Tome and Principe,1990,Primary energy production (petajoules),1
678,Sao Tome and Principe,1995,Primary energy production (petajoules),1
678,Sao Tome and Principe,2000,Primary energy production (petajoules),1
678,Sao Tome and Principe,2005,Primary energy production (petajoules),1
678,Sao Tome and Principe,2010,Primary energy production (petajoules),1
678,Sao Tome and Principe,2015,Primary energy production (petajoules),1
678,Sao Tome and Principe,2016,Primary energy production (petajoules),1
678,Sao Tome and Principe,2017,Primary energy production (petajoules),1
678,Sao Tome and Principe,1990,Net imports [Imports - Exports - Bunkers] (petajoules),1
678,Sao Tome and Principe,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1
678,Sao Tome and Principe,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1
678,Sao Tome and Principe,2005,Net imports [Imports - Exports - Bunkers] (petajoules),1
678,Sao Tome and Principe,2010,Net imports [Imports - Exports - Bunkers] (petajoules),2
678,Sao Tome and Principe,2015,Net imports [Imports - Exports - Bunkers] (petajoules),2
678,Sao Tome and Principe,2016,Net imports [Imports - Exports - Bunkers] (petajoules),2
678,Sao Tome and Principe,2017,Net imports [Imports - Exports - Bunkers] (petajoules),2
678,Sao Tome and Principe,1990,Total supply (petajoules),1
678,Sao Tome and Principe,1995,Total supply (petajoules),1
678,Sao Tome and Principe,2000,Total supply (petajoules),2
678,Sao Tome and Principe,2005,Total supply (petajoules),2
678,Sao Tome and Principe,2010,Total supply (petajoules),2
678,Sao Tome and Principe,2015,Total supply (petajoules),3
678,Sao Tome and Principe,2016,Total supply (petajoules),3
678,Sao Tome and Principe,2017,Total supply (petajoules),3
678,Sao Tome and Principe,1990,Supply per capita (gigajoules),12
678,Sao Tome and Principe,1995,Supply per capita (gigajoules),12
678,Sao Tome and Principe,2000,Supply per capita (gigajoules),12
678,Sao Tome and Principe,2005,Supply per capita (gigajoules),13
678,Sao Tome and Principe,2010,Supply per capita (gigajoules),14
678,Sao Tome and Principe,2015,Supply per capita (gigajoules),14
678,Sao Tome and Principe,2016,Supply per capita (gigajoules),14
678,Sao Tome and Principe,2017,Supply per capita (gigajoules),14
682,Saudi Arabia,1990,Primary energy production (petajoules),16769
